"translation","source","can_modify"
"Fogo Lunar Nv. 4","L{#Name=""Moonfire Lv. 4""}","1"
"Trovão Celestial Nv. 1","S{#Name=""Skyward Thunder Lv. 1""}","1"
"Trovão Celestial Nv. 2","M{#Name=""Skyward Thunder Lv. 2""}","1"
"Trovão Celestial Nv. 3","M{#Name=""Skyward Thunder Lv. 3""}","1"
"Trovão Celestial Nv. 4","M{#Name=""Skyward Thunder Lv. 4""}","1"
"Gritos e Sussurros Nv. 1","S{#Name=""Cries and Whispers Lv. 1""}","1"
"Gritos e Sussurros Nv. 2","S{#Name=""Cries and Whispers Lv. 2""}","1"
"Gritos e Sussurros Nv. 3","M{#Name=""Cries and Whispers Lv. 3""}","1"
"Gritos e Sussurros Nv. 4","M{#Name=""Cries and Whispers Lv. 4""}","1"
"Uma Mulher Antes Nv. 1","S{#Name=""Once a Woman Lv. 1""}","1"
"Uma Mulher Antes Nv. 2","S{#Name=""Once a Woman Lv. 2""}","1"
"Uma Mulher Antes Nv. 3","S{#Name=""Once a Woman Lv. 3""}","1"
"Uma Mulher Antes Nv. 4","S{#Name=""Once a Woman Lv. 4""}","1"
"Presas Imperiais Nv. 1","M{#Name=""Imperial Fang Lv. 1""}","1"
"Presas Imperiais Nv. 2","M{#Name=""Imperial Fang Lv. 2""}","1"
"Presas Imperiais Nv. 3","M{#Name=""Imperial Fang Lv. 3""}","1"
"Presas Imperiais Nv. 4","M{#Name=""Imperial Fang Lv. 4""}","1"
"Lâmina Selvagem do Rei Feral Nv. 1","L{#Name=""Feral King's Wildblade Lv. 1""}","1"
"Lâmina Selvagem do Rei Feral Nv. 2","L{#Name=""Feral King's Wildblade Lv. 2""}","1"
"L{#Nome=""Lâmina Selvagem do Rei Feral Lv. 3""}","L{#Name=""Feral King's Wildblade Lv. 3""}","1"
"L{#Nome=""Lâmina Selvagem do Rei Feral Lv. 4""}","L{#Name=""Feral King's Wildblade Lv. 4""}","1"
"S{#Nome=""Espinho da Lamentação Lv. 1""}","S{#Name=""Mourning Thorn Lv. 1""}","1"
"S{#Nome=""Espinho da Lamentação Lv. 2""}","S{#Name=""Mourning Thorn Lv. 2""}","1"
"M{#Nome=""Espinho da Lamentação Lv. 3""}","M{#Name=""Mourning Thorn Lv. 3""}","1"
"M{#Nome=""Espinho da Lamentação Lv. 4""}","M{#Name=""Mourning Thorn Lv. 4""}","1"
"M{#Nome=""Espada180""}","M{#Name=""剣180""}","1"
"M{#Nome=""Espada181""}","M{#Name=""剣181""}","1"
"M{#Nome=""Espada182""}","M{#Name=""剣182""}","1"
"M{#Nome=""Espada183""}","M{#Name=""剣183""}","1"
"S{#Nome=""Espada190""}","S{#Name=""剣190""}","1"
"S{#Nome=""Espada191""}","S{#Name=""剣191""}","1"
"S{#Nome=""Espada192""}","S{#Name=""剣192""}","1"
"S{#Nome=""Espada193""}","S{#Name=""剣193""}","1"
"M{#Nome=""Espada200""}","M{#Name=""剣200""}","1"
"L{#Nome=""Espada201""}","L{#Name=""剣201""}","1"
"L{#Nome=""Espada202""}","L{#Name=""剣202""}","1"
"L{#Nome=""Espada203""}","L{#Name=""剣203""}","1"
"M{#Nome=""Espada210""}","M{#Name=""剣210""}","1"
"M{#Nome=""Espada211""}","M{#Name=""剣211""}","1"
"M{#Nome=""Espada212""}","M{#Name=""剣212""}","1"
"M{#Nome=""Espada213""}","M{#Name=""剣213""}","1"
"M{#Nome=""Espada220""}","M{#Name=""剣220""}","1"
"M{#Nome=""Espada221""}","M{#Name=""剣221""}","1"
"M{#Nome=""Espada222""}","M{#Name=""剣222""}","1"
"M{#Nome=""Espada223""}","M{#Name=""剣223""}","1"
"M{#Nome=""Espada230""}","M{#Name=""剣230""}","1"
"M{#Nome=""Espada231""}","M{#Name=""剣231""}","1"
"M{#Nome=""Espada232""}","M{#Name=""剣232""}","1"
"M{#Nome=""Espada233""}","M{#Name=""剣233""}","1"
"S{#Nome=""Fome Pervertida Lv. 1""}","S{#Name=""Twisted Hunger Lv. 1""}","1"
"S{#Nome=""Fome Pervertida Lv. 2""}","S{#Name=""Twisted Hunger Lv. 2""}","1"
"M{#Nome=""Fome Pervertida Lv. 3""}","M{#Name=""Twisted Hunger Lv. 3""}","1"
"M{#Nome=""Fome Pervertida Lv. 4""}","M{#Name=""Twisted Hunger Lv. 4""}","1"
"S{#Nome=""Lança da Empatia Lv. 1""}","S{#Name=""Spear of Empathy Lv. 1""}","1"
"S{#Nome=""Lança da Empatia Lv. 2""}","S{#Name=""Spear of Empathy Lv. 2""}","1"
"S{#Nome=""Lança da Empatia Lv. 3""}","S{#Name=""Spear of Empathy Lv. 3""}","1"
"S{#Nome=""Lança da Empatia Lv. 4""}","S{#Name=""Spear of Empathy Lv. 4""}","1"
"L{#Nome=""Princesa do Trovão Lv. 1""}","L{#Name=""Thunder Princess Lv. 1""}","1"
"L{#Nome=""Princesa do Trovão Lv. 2""}","L{#Name=""Thunder Princess Lv. 2""}","1"
"L{#Nome=""Princesa do Trovão Lv. 3""}","L{#Name=""Thunder Princess Lv. 3""}","1"
"L{#Nome=""Princesa do Trovão Lv. 4""}","L{#Name=""Thunder Princess Lv. 4""}","1"
"M{#Nome=""Geme Perpétuo Lv. 1""}","M{#Name=""Eternal Wail Lv. 1""}","1"
"L{#Name=""Lamento Eterno Nv. 2""}","L{#Name=""Eternal Wail Lv. 2""}","1"
"L{#Name=""Lamento Eterno Nv. 3""}","L{#Name=""Eternal Wail Lv. 3""}","1"
"L{#Name=""Lamento Eterno Nv. 4""}","L{#Name=""Eternal Wail Lv. 4""}","1"
"M{#Name=""Juramento do Guardião Nv. 1""}","M{#Name=""Guardian's Oath Lv. 1""}","1"
"M{#Name=""Juramento do Guardião Nv. 2""}","M{#Name=""Guardian's Oath Lv. 2""}","1"
"M{#Name=""Juramento do Guardião Nv. 3""}","M{#Name=""Guardian's Oath Lv. 3""}","1"
"M{#Name=""Juramento do Guardião Nv. 4""}","M{#Name=""Guardian's Oath Lv. 4""}","1"
"S{#Name=""Rei Ladrão Nv. 1""}","S{#Name=""Robber King Lv. 1""}","1"
"M{#Name=""Rei Ladrão Nv. 2""}","M{#Name=""Robber King Lv. 2""}","1"
"L{#Name=""Rei Ladrão Nv. 3""}","L{#Name=""Robber King Lv. 3""}","1"
"L{#Name=""Rei Ladrão Nv. 4""}","L{#Name=""Robber King Lv. 4""}","1"
"S{#Name=""Cajado do Conjurador Nv. 1""}","S{#Name=""Conjurer's Staff Lv. 1""}","1"
"S{#Name=""Cajado do Conjurador Nv. 2""}","S{#Name=""Conjurer's Staff Lv. 2""}","1"
"S{#Name=""Cajado do Conjurador Nv. 3""}","S{#Name=""Conjurer's Staff Lv. 3""}","1"
"S{#Name=""Cajado do Conjurador Nv. 4""}","S{#Name=""Conjurer's Staff Lv. 4""}","1"
"L{#Name=""Chama do Wyrm de Sangue Nv. 1""}","L{#Name=""Bloodwyrm's Flame Lv. 1""}","1"
"L{#Name=""Chama do Wyrm de Sangue Nv. 2""}","L{#Name=""Bloodwyrm's Flame Lv. 2""}","1"
"L{#Name=""Chama do Wyrm de Sangue Nv. 3""}","L{#Name=""Bloodwyrm's Flame Lv. 3""}","1"
"L{#Name=""Chama do Wyrm de Sangue Nv. 4""}","L{#Name=""Bloodwyrm's Flame Lv. 4""}","1"
"M{#Name=""Pecados dos Caídos Nv. 1""}","M{#Name=""Sins of the Fallen Lv. 1""}","1"
"M{#Name=""Pecados dos Caídos Nv. 2""}","M{#Name=""Sins of the Fallen Lv. 2""}","1"
"M{#Name=""Pecados dos Caídos Nv. 3""}","M{#Name=""Sins of the Fallen Lv. 3""}","1"
"M{#Name=""Pecados dos Caídos Nv. 4""}","M{#Name=""Sins of the Fallen Lv. 4""}","1"
"M{#Name=""Isca do Vidente Nv. 1""}","M{#Name=""Seer's Lure Lv. 1""}","1"
"M{#Name=""Isca do Vidente Nv. 2""}","M{#Name=""Seer's Lure Lv. 2""}","1"
"L{#Name=""Isca do Vidente Nv. 3""}","L{#Name=""Seer's Lure Lv. 3""}","1"
"L{#Name=""Isca do Vidente Nv. 4""}","L{#Name=""Seer's Lure Lv. 4""}","1"
"L{#Name=""Lágrimas Imperiais Nv. 1""}","L{#Name=""Imperial Tears Lv. 1""}","1"
"L{#Name=""Lágrimas Imperiais Nv. 2""}","L{#Name=""Imperial Tears Lv. 2""}","1"
"L{#Name=""Lágrimas Imperiais Nv. 3""}","L{#Name=""Imperial Tears Lv. 3""}","1"
"L{#Name=""Lágrimas Imperiais Nv. 4""}","L{#Name=""Imperial Tears Lv. 4""}","1"
"L{#Name=""Toque Fúnebre Final Nv. 1""}","L{#Name=""Final Knell Lv. 1""}","1"
"L{#Name=""Tocino Final Nível 2""}","L{#Name=""Final Knell Lv. 2""}","1"
"L{#Name=""Tocino Final Nível 3""}","L{#Name=""Final Knell Lv. 3""}","1"
"L{#Name=""Tocino Final Nível 4""}","L{#Name=""Final Knell Lv. 4""}","1"
"M{#Name=""Espingarda 120""}","M{#Name=""槍120""}","1"
"M{#Name=""Espingarda 121""}","M{#Name=""槍121""}","1"
"M{#Name=""Espingarda 122""}","M{#Name=""槍122""}","1"
"M{#Name=""Espingarda 123""}","M{#Name=""槍123""}","1"
"M{#Name=""Espingarda 130""}","M{#Name=""槍130""}","1"
"M{#Name=""Espingarda 131""}","M{#Name=""槍131""}","1"
"M{#Name=""Espingarda 132""}","M{#Name=""槍132""}","1"
"M{#Name=""Espingarda 133""}","M{#Name=""槍133""}","1"
"M{#Name=""Prazer Masoquista Nível 1""}","M{#Name=""Masochistic Joy Lv. 1""}","1"
"M{#Name=""Prazer Masoquista Nível 2""}","M{#Name=""Masochistic Joy Lv. 2""}","1"
"L{#Name=""Prazer Masoquista Nível 3""}","L{#Name=""Masochistic Joy Lv. 3""}","1"
"L{#Name=""Prazer Masoquista Nível 4""}","L{#Name=""Masochistic Joy Lv. 4""}","1"
"S{#Name=""Matadores do Gelo Nível 1""}","S{#Name=""Iceborn Slayers Lv. 1""}","1"
"S{#Name=""Matadores do Gelo Nível 2""}","S{#Name=""Iceborn Slayers Lv. 2""}","1"
"S{#Name=""Matadores do Gelo Nível 3""}","S{#Name=""Iceborn Slayers Lv. 3""}","1"
"S{#Name=""Matadores do Gelo Nível 4""}","S{#Name=""Iceborn Slayers Lv. 4""}","1"
"M{#Name=""Pétalas Douradas Nível 1""}","M{#Name=""Golden Petals Lv. 1""}","1"
"L{#Name=""Pétalas Douradas Nível 2""}","L{#Name=""Golden Petals Lv. 2""}","1"
"L{#Name=""Pétalas Douradas Nível 3""}","L{#Name=""Golden Petals Lv. 3""}","1"
"L{#Name=""Pétalas Douradas Nível 4""}","L{#Name=""Golden Petals Lv. 4""}","1"
"M{#Name=""Garras Imperiais Nível 1""}","M{#Name=""Imperial Claws Lv. 1""}","1"
"M{#Name=""Garras Imperiais Nível 2""}","M{#Name=""Imperial Claws Lv. 2""}","1"
"M{#Name=""Garras Imperiais Nível 3""}","M{#Name=""Imperial Claws Lv. 3""}","1"
"M{#Name=""Garras Imperiais Nível 4""}","M{#Name=""Imperial Claws Lv. 4""}","1"
"M{#Name=""Impaladores Carmesins Nível 1""}","M{#Name=""Crimson Impalers Lv. 1""}","1"
"M{#Name=""Impaladores Carmesins Nível 2""}","M{#Name=""Crimson Impalers Lv. 2""}","1"
"L{#Name=""Impaladores Carmesins Nível 3""}","L{#Name=""Crimson Impalers Lv. 3""}","1"
"L{#Name=""Impaladores Carmesins Nível 4""}","L{#Name=""Crimson Impalers Lv. 4""}","1"
"S{#Name=""Braços Azuis Nível 1""}","S{#Name=""Azure Arms Lv. 1""}","1"
"M{#Name=""Braços Azuis Nível 2""}","M{#Name=""Azure Arms Lv. 2""}","1"
"M{#Name=""Braços Azuis Nível 3""}","M{#Name=""Azure Arms Lv. 3""}","1"
"M{#Name=""Braços Azuis Nível 4""}","M{#Name=""Azure Arms Lv. 4""}","1"
"S{#Name=""Chama do Senhor das Trevas Nível 1""}","S{#Name=""Darklord's Flame Lv. 1""}","1"
"S{#Name=""Chama do Senhor das Trevas Nv. 2""}","S{#Name=""Darklord's Flame Lv. 2""}","1"
"S{#Name=""Chama do Senhor das Trevas Nv. 3""}","S{#Name=""Darklord's Flame Lv. 3""}","1"
"S{#Name=""Chama do Senhor das Trevas Nv. 4""}","S{#Name=""Darklord's Flame Lv. 4""}","1"
"S{#Name=""Guarda do Capitão Nv. 1""}","S{#Name=""Captain's Guard Lv. 1""}","1"
"S{#Name=""Guarda do Capitão Nv. 2""}","S{#Name=""Captain's Guard Lv. 2""}","1"
"M{#Name=""Guarda do Capitão Nv. 3""}","M{#Name=""Captain's Guard Lv. 3""}","1"
"M{#Name=""Guarda do Capitão Nv. 4""}","M{#Name=""Captain's Guard Lv. 4""}","1"
"M{#Name=""Briars Mortais Nv. 1""}","M{#Name=""Deathly Briars Lv. 1""}","1"
"M{#Name=""Briars Mortais Nv. 2""}","M{#Name=""Deathly Briars Lv. 2""}","1"
"M{#Name=""Briars Mortais Nv. 3""}","M{#Name=""Deathly Briars Lv. 3""}","1"
"M{#Name=""Briars Mortais Nv. 4""}","M{#Name=""Deathly Briars Lv. 4""}","1"
"M{#Name=""Brinquedos do Tirano Nv. 1""}","M{#Name=""Tyrant's Playthings Lv. 1""}","1"
"L{#Name=""Brinquedos do Tirano Nv. 2""}","L{#Name=""Tyrant's Playthings Lv. 2""}","1"
"L{#Name=""Brinquedos do Tirano Nv. 3""}","L{#Name=""Tyrant's Playthings Lv. 3""}","1"
"L{#Name=""Brinquedos do Tirano Nv. 4""}","L{#Name=""Tyrant's Playthings Lv. 4""}","1"
"M{#Name=""Ordem do Selo Negro Nv. 1""}","M{#Name=""Darkseal Order Lv. 1""}","1"
"M{#Name=""Ordem do Selo Negro Nv. 2""}","M{#Name=""Darkseal Order Lv. 2""}","1"
"M{#Name=""Ordem do Selo Negro Nv. 3""}","M{#Name=""Darkseal Order Lv. 3""}","1"
"M{#Name=""Ordem do Selo Negro Nv. 4""}","M{#Name=""Darkseal Order Lv. 4""}","1"
"M{#Name=""Luta 110""}","M{#Name=""格闘110""}","1"
"M{#Name=""Luta 111""}","M{#Name=""格闘111""}","1"
"M{#Name=""Luta 112""}","M{#Name=""格闘112""}","1"
"M{#Name=""Luta 113""}","M{#Name=""格闘113""}","1"
"M{#Name=""Anel Eterno Nv. 1""}","M{#Name=""Everlasting Ring Lv. 1""}","1"
"M{#Name=""Anel Eterno Nv. 2""}","M{#Name=""Everlasting Ring Lv. 2""}","1"
"M{#Name=""Anel Eterno Nv. 3""}","M{#Name=""Everlasting Ring Lv. 3""}","1"
"M{#Name=""Anel Eterno Nv. 4""}","M{#Name=""Everlasting Ring Lv. 4""}","1"
"L{#Name=""Choque Elétrico Nv. 1""}","L{#Name=""Electroshocker Lv. 1""}","1"
"L{#Name=""Choque Elétrico Nv. 2""}","L{#Name=""Electroshocker Lv. 2""}","1"
"L{#Name=""Choque Elétrico Nv. 3""}","L{#Name=""Electroshocker Lv. 3""}","1"
"L{#Name=""Choque Elétrico Nv. 4""}","L{#Name=""Electroshocker Lv. 4""}","1"
"M{#Name=""Anel de Lamento Nv. 1""}","M{#Name=""Ring of Lament Lv. 1""}","1"
"Anel de Lamento Nv. 2","M{#Name=""Ring of Lament Lv. 2""}","1"
"Anel de Lamento Nv. 3","M{#Name=""Ring of Lament Lv. 3""}","1"
"Anel de Lamento Nv. 4","M{#Name=""Ring of Lament Lv. 4""}","1"
"Talhadeira Azul Nv. 1","S{#Name=""Azure Cleaver Lv. 1""}","1"
"Talhadeira Azul Nv. 2","S{#Name=""Azure Cleaver Lv. 2""}","1"
"Talhadeira Azul Nv. 3","S{#Name=""Azure Cleaver Lv. 3""}","1"
"Talhadeira Azul Nv. 4","S{#Name=""Azure Cleaver Lv. 4""}","1"
"Dança da Duquesa Nv. 1","M{#Name=""Duchess's Dance Lv. 1""}","1"
"Dança da Duquesa Nv. 2","M{#Name=""Duchess's Dance Lv. 2""}","1"
"Dança da Duquesa Nv. 3","M{#Name=""Duchess's Dance Lv. 3""}","1"
"Dança da Duquesa Nv. 4","M{#Name=""Duchess's Dance Lv. 4""}","1"
"Regra da Lei Divina Nv. 1","M{#Name=""Rule of Divine Law Lv. 1""}","1"
"Regra da Lei Divina Nv. 2","M{#Name=""Rule of Divine Law Lv. 2""}","1"
"Regra da Lei Divina Nv. 3","M{#Name=""Rule of Divine Law Lv. 3""}","1"
"Regra da Lei Divina Nv. 4","M{#Name=""Rule of Divine Law Lv. 4""}","1"
"Lâmina de Vidofnir Nv. 1","S{#Name=""Vidofnir's Blade Lv. 1""}","1"
"Lâmina de Vidofnir Nv. 2","S{#Name=""Vidofnir's Blade Lv. 2""}","1"
"Lâmina de Vidofnir Nv. 3","M{#Name=""Vidofnir's Blade Lv. 3""}","1"
"Lâmina de Vidofnir Nv. 4","M{#Name=""Vidofnir's Blade Lv. 4""}","1"
"Vento Celestial Nv. 1","S{#Name=""Skyward Wind Lv. 1""}","1"
"Vento Celestial Nv. 2","S{#Name=""Skyward Wind Lv. 2""}","1"
"Vento Celestial Nv. 3","S{#Name=""Skyward Wind Lv. 3""}","1"
"Vento Celestial Nv. 4","S{#Name=""Skyward Wind Lv. 4""}","1"
"Pecado da Viúva Nv. 1","L{#Name=""Widow's Sin Lv. 1""}","1"
"Pecado da Viúva Nv. 2","L{#Name=""Widow's Sin Lv. 2""}","1"
"Pecado da Viúva Nv. 3","L{#Name=""Widow's Sin Lv. 3""}","1"
"Pecado da Viúva Nv. 4","L{#Name=""Widow's Sin Lv. 4""}","1"
"Cofre Imperial Nv. 1","M{#Name=""Imperial Coffin Lv. 1""}","1"
"Cofre Imperial Nv. 2","M{#Name=""Imperial Coffin Lv. 2""}","1"
"Cofre Imperial Nv. 3","L{#Name=""Imperial Coffin Lv. 3""}","1"
"Cofre Imperial Nv. 4","L{#Name=""Imperial Coffin Lv. 4""}","1"
"Roda de Batalha 100","M{#Name=""戦輪100""}","1"
"M{#Name=""Battle Wheel 101""}","M{#Name=""戦輪101""}","1"
"M{#Name=""Battle Wheel 102""}","M{#Name=""戦輪102""}","1"
"M{#Name=""Battle Wheel 103""}","M{#Name=""戦輪103""}","1"
"M{#Name=""Battle Wheel 110""}","M{#Name=""戦輪110""}","1"
"M{#Name=""Battle Wheel 111""}","M{#Name=""戦輪111""}","1"
"M{#Name=""Battle Wheel 112""}","M{#Name=""戦輪112""}","1"
"M{#Name=""Battle Wheel 113""}","M{#Name=""戦輪113""}","1"
"Display weapon size here{#Name=""Intoner Mode""}","ここに武器サイズ表示{#Name=""Intoner Mode""}","1"
