"translation","source"
"e acho que você é justamente a mulher para lidar com isso.","and I think you're just the woman to handle it."
"Eu postei para minha lista de solicitações,","I posted it to my list of requests,"
"então dê uma olhada quando tiver um segundo!","so check it out when you have a sec!"
"Atenciosamente, Accord (da Loja de Armas)","Sincerely, Accord (from the Weapon Shop)"
"Derrubado pelo chefe!","Dropped by the boss!"
"Encontrado em um baú!","Found in a chest!"
"Presente obtido!","Gift obtained!"
"Bônus de Conclusão pela Primeira Vez!","First-time Completion Bonus!"
"Bônus de Conclusão!","Completion Bonus!"
"Tesouro obtido!","Treasure obtained!"
"Verso perdido ""Canção de Accord"" desbloqueado.","Lost verse ""Accord's Song"" unlocked."
"Verso perdido ""Oração de Accord"" desbloqueado.","Lost verse ""Accord's Prayer"" unlocked."
"O FIM","THE END"
"{04}","{04}"
"Você agora tem três discípulos.{LF}Você pode selecionar quais discípulos levar com você{LF}no menu de Preparação de Batalha.","You now have three disciples.{LF}You can select which disciples to bring with you{LF}at the Battle Preparation menu."
"Rota B desbloqueada.","Branch B unlocked."
"Rota C desbloqueada.","Branch C unlocked."
"Versos perdidos desbloqueados.","Lost verses unlocked."
"Rota D desbloqueada.","Branch D unlocked."
"Pedras Benevolentes","The Beloved Stones"
"Caçada ao Chifre","Horn Hunting"
"Clube do Livro: Esperança","Book Club: Hope"
"Peregrinação da Pedra Rosada","Pinkstone Pilgrimage"
"Comunicónios","Communicorns"
"Clube do Livro: Ambição","Book Club: Ambition"
"Pagamento do Mar","Seaside Payday"
"A Primeira Sobrevivência","The First Survival"
"A Segunda Sobrevivência","The Second Survival"
"A Terceira Sobrevivência","The Third Survival"
"A Última Sobrevivência","The Final Survival"
"Caçada as Pedras de Sílex","Flint Stint"
"Sussurro do Falcão","Hawk Whisperer"
"Clube do Livro: Reticência","Book Club: Reticence"
"Pagamento da Montanha","Mountain Payday"
"A Zona Pedra Âmbar","The Amberstone Zone"
"Escoteiro Águia","Eagle Scout"
"Clube do Livro: Estoicismo","Book Club: Stoicism"
"Em Movimento","On the Move"
"Presas de Sorte","Lucky Fangs"
"Clube do Livro: Mistério","Book Club: Mystery"
"Pagamento de Floresta","Forest Payday"
"Festival da Comida","Food Festival"
"Medicamentos do Ferrão","Stinger Meds"
"Clube do Livro: Santidade","Book Club: Sanctity"
"Como uma Pedra Flutuante","Like a Floating Stone"
"Fósseis Famosos","Famous Fossils"
"Clube do Livro: Pureza","Book Club: Purity"
"Resgate de Dinheiro","Compass Cash-in"
"Reivindique seu Espaço","Plant Your Claim"
"Clube do Livro: Inocência","Book Club: Innocence"
"Pagamento do Deserto","Desert Payday"
"Estrelas Cadentes","Shooting Stars"
"Tesouros Antigos","Ancient Treasures"
"Clube do Livro: Disciplina","Book Club: Discipline"
"O Rastro do Cometa","The Comet's Trail"
"História Desenterrada","History Unearthed"
"Clube do Livro: Doutrina","Book Club: Doctrine"
"Pagamento da Catedral","Cathedral Payday"
"Sobrevivência","Survival"
"Memórias das Intoners{LF}foram desbloqueadas.","Memories of the Intoners{LF}has been unlocked."
"Aumentar o nível desse personagem desbloqueou uma nova história bônus.{LF}Você pode visualizá-la no menu Memórias das Intoners.","Raising this character's level has unlocked a new bonus story.{LF}You can view it from the Memoirs of the Intoners menu."
"Todas as missões concluídas! Obteve {04}","All missions complete! Obtained {04}"
"Todas as missões concluídas! Obteve {04}","All missions complete! Obtained {04}"
"Soldados Dourados agora aparecerão em algum lugar dentro dessas missões.","Gold Soldiers will now appear somewhere within these missions."
