"translation","source","can_modify"
"No entanto...a verdade amarga não me escapa.{LF}Eu sei em meu coração que nasci para o combate.{#Name=""Decadus""}","Yet...the bitter truth does not escape me.{LF}I know in my heart that I was born for combat.{#Name=""Decadus""}","1"
"Eu sou um discípulo, criado apenas para servir um Intoner.{#Name=""Decadus""}","I am a disciple, created only to serve an Intoner.{#Name=""Decadus""}","1"
"Eu concordo. Completamente.{#Name=""Octa""}","I agree. Completely.{#Name=""Octa""}","1"
"Então, por que vocês dois não se calam{LF}e começam a matar?!{#Name=""Dito""}","Then how about you both shut up{LF}and make with the killin'!{#Name=""Dito""}","1"
"Você roubou as palavras direto da minha linda boca!{#Name=""Cent""}","You stole the words right from my beautiful mouth!{#Name=""Cent""}","1"
"Bem, é isso.{#Name=""Zero""}","Well, this is it.{#Name=""Zero""}","1"
"O que é, minha senhora?{#Name=""Octa""}","It's what, my lady?{#Name=""Octa""}","1"
"Não vou precisar mais de você.{#Name=""Zero""}","I won't be needing you anymore.{#Name=""Zero""}","1"
"Posso lidar com o resto sozinho.{#Name=""Zero""}","I can handle the rest by myself.{#Name=""Zero""}","1"
"M-Minha Senhora, por favor, se você está preocupada conosco, nós—{#Name=""Decadus""}","M-My Lady, please, if you're worried about us, we—{#Name=""Decadus""}","1"
"Não.{#Name=""Zero""}","No.{#Name=""Zero""}","1"
"É inevitável. Discípulos não podem permanecer{LF}em forma humana sem o poder de um Intonador.{#Name=""Zero""}","It's unavoidable. Disciples can't remain{LF}in human form without an Intoner's power.{#Name=""Zero""}","1"
"Mais cedo ou mais tarde, você vai desaparecer.{#Name=""Zero""}","Sooner or later, you'll disappear.{#Name=""Zero""}","1"
"Então, antes que isso aconteça...{#Name=""Zero""}","So before that happens...{#Name=""Zero""}","1"
"Estou devolvendo suas formas antigas.{#Name=""Zero""}","I'm giving you your old forms back.{#Name=""Zero""}","1"
"...Tchau.{#Name=""Zero""}","...Goodbye.{#Name=""Zero""}","1"
"Zero está aqui mesmo!? Mas como!?{#Name=""Soldier F""}","Zero's actually here!? But how!?{#Name=""Soldier F""}","1"
"Todos os soldados, tomem posição!{#Name=""Soldier A""}","All soldiers, take position!{#Name=""Soldier A""}","1"
"Oh ho! Parece que o inimigo está ansioso para ir embora {LF}em um fogo de glória!{#Name=""Octa""}","Oh ho! It seems the enemy's anxious to go out {LF}in a blaze of glory!{#Name=""Octa""}","1"
"Rumem para a Catedral.{#Name=""ディト""}","Head for the Cathedral.{#Name=""ディト""}","1"
"Contato perdido com a segunda unidade!{#Name=""Soldier G""}","Contact lost with second unit!{#Name=""Soldier G""}","1"
"Fiquem firmes e protejam os portões! Lutem!{#Name=""Soldier B""}","Stand strong and protect the gates! Fight!{#Name=""Soldier B""}","1"
"Aaargh! Estou atingido! Alguém...vingue-me...{#Name=""Soldier C""}","Aaargh! I'm hit! Someone...avenge me...{#Name=""Soldier C""}","1"
"Não! Espere! Fique vivo!{LF}Ei, precisamos de um médico aqui!{#Name=""Soldier D""}","No! Wait! Stay alive!{LF}Hey, we need a medic over here!{#Name=""Soldier D""}","1"
"Uma vez que limpamos esses soldados,{LF}a Catedral deve estar perto.{#Name=""Decadus""}","Once we clear these soldiers out,{LF}the Cathedral should be close.{#Name=""Decadus""}","1"
"Hmm? Você está pedindo ajuda ao velho eu?{#Name=""Cent""}","Hmm? Are you asking for help from little old me?{#Name=""Cent""}","1"
"Bem, faz sentido usar{LF}a melhor flecha em seu arsenal.{#Name=""Cent""}","Well, it does make sense to use{LF}the best arrow in your quiver.{#Name=""Cent""}","1"
"Eu sabia que você viria rastejando até{LF}o querido Cent eventualmente!{#Name=""Cent""}","I knew you'd come crawling to{LF}dear old Cent eventually!{#Name=""Cent""}","1"
"Octa? Posso pedir um favor?{#Name=""Decadus""}","Octa? Can I ask you a favor?{#Name=""Decadus""}","1"
"Ignorando-me, eh? Tanta timidez{LF}realmente é desbecer...{#Name=""Cent""}","Ignoring me, eh? Such bashfulness{LF}really is unbecoming...{#Name=""Cent""}","1"
"Ele está morto? Ei, ei, ele está morto?{LF}Nossa, olhe todo o sangue!{#Name=""Dito""}","Is he dead? Hey, hey, is he dead?{LF}Whoa, look at all the blood!{#Name=""Dito""}","1"
"Ha ha! Faça-me um favor e pule os médicos,{LF}seria?{#Name=""Dito""}","Ha ha! Do me a favor and skip the medics,{LF}would you?{#Name=""Dito""}","1"
"Ótimo. Outro freak da natureza.{#Name=""Zero""}","Great. Another freak of nature.{#Name=""Zero""}","1"
"Criaturas voadoras. Imps, eu imaginaria.{#Name=""Octa""}","Flying beasts. Imps, I would imagine.{#Name=""Octa""}","1"
"Eles dizem que se alimentam dos fígados de humanos.{#Name=""Octa""}","They say they feast on the livers of humans.{#Name=""Octa""}","1"
"Isso é um hábito bem interessante que eles têm lá.{#Name=""Zero""}","That's quite the habit they've got there.{#Name=""Zero""}","1"
"Oh ho! Parece que o inimigo está ansioso{LF}para ir embora em uma explosão de glória!{#Name=""Octa""}","Oh ho! It seems the enemy's anxious{LF}to go out in a blaze of glory!{#Name=""Octa""}","1"
"Bem, então, não vamos desapontar os bastardos!{#Name=""Dito""}","Well then, let's not disappoint the bastards!{#Name=""Dito""}","1"
