"translation","source","can_modify"
"ＴＩＰＳ_３０　　　　　　　　　　一行目{LF}ＴＩＰＳ_３０　　　　　　　　　　二行目{LF}ＴＩＰＳ_３０　　　　　　　　　　三行目{LF}ＴＩＰＳ_３０　　　　　　　　　　四行目{LF}ＴＩＰＳ_３０　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３０""}","ＴＩＰＳ_３０　　　　　　　　　　一行目{LF}ＴＩＰＳ_３０　　　　　　　　　　二行目{LF}ＴＩＰＳ_３０　　　　　　　　　　三行目{LF}ＴＩＰＳ_３０　　　　　　　　　　四行目{LF}ＴＩＰＳ_３０　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３０""}","1"
"ＴＩＰＳ_３１　　　　　　　　　　一行目{LF}ＴＩＰＳ_３１　　　　　　　　　　二行目{LF}ＴＩＰＳ_３１　　　　　　　　　　三行目{LF}ＴＩＰＳ_３１　　　　　　　　　　四行目{LF}ＴＩＰＳ_３１　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３１""}","ＴＩＰＳ_３１　　　　　　　　　　一行目{LF}ＴＩＰＳ_３１　　　　　　　　　　二行目{LF}ＴＩＰＳ_３１　　　　　　　　　　三行目{LF}ＴＩＰＳ_３１　　　　　　　　　　四行目{LF}ＴＩＰＳ_３１　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３１""}","1"
"ＴＩＰＳ_３２　　　　　　　　　　一行目{LF}ＴＩＰＳ_３２　　　　　　　　　　二行目{LF}ＴＩＰＳ_３２　　　　　　　　　　三行目{LF}ＴＩＰＳ_３２　　　　　　　　　　四行目{LF}ＴＩＰＳ_３２　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３２""}","ＴＩＰＳ_３２　　　　　　　　　　一行目{LF}ＴＩＰＳ_３２　　　　　　　　　　二行目{LF}ＴＩＰＳ_３２　　　　　　　　　　三行目{LF}ＴＩＰＳ_３２　　　　　　　　　　四行目{LF}ＴＩＰＳ_３２　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３２""}","1"
"ＴＩＰＳ_３３　　　　　　　　　　一行目{LF}ＴＩＰＳ_３３　　　　　　　　　　二行目{LF}ＴＩＰＳ_３３　　　　　　　　　　三行目{LF}ＴＩＰＳ_３３　　　　　　　　　　四行目{LF}ＴＩＰＳ_３３　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３３""}","ＴＩＰＳ_３３　　　　　　　　　　一行目{LF}ＴＩＰＳ_３３　　　　　　　　　　二行目{LF}ＴＩＰＳ_３３　　　　　　　　　　三行目{LF}ＴＩＰＳ_３３　　　　　　　　　　四行目{LF}ＴＩＰＳ_３３　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３３""}","1"
"ＴＩＰＳ_３４　　　　　　　　　　一行目{LF}ＴＩＰＳ_３４　　　　　　　　　　二行目{LF}ＴＩＰＳ_３４　　　　　　　　　　三行目{LF}ＴＩＰＳ_３４　　　　　　　　　　四行目{LF}ＴＩＰＳ_３４　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３４""}","ＴＩＰＳ_３４　　　　　　　　　　一行目{LF}ＴＩＰＳ_３４　　　　　　　　　　二行目{LF}ＴＩＰＳ_３４　　　　　　　　　　三行目{LF}ＴＩＰＳ_３４　　　　　　　　　　四行目{LF}ＴＩＰＳ_３４　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３４""}","1"
"ＴＩＰＳ_３５　　　　　　　　　　一行目{LF}ＴＩＰＳ_３５　　　　　　　　　　二行目{LF}ＴＩＰＳ_３５　　　　　　　　　　三行目{LF}ＴＩＰＳ_３５　　　　　　　　　　四行目{LF}ＴＩＰＳ_３５　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３５""}","ＴＩＰＳ_３５　　　　　　　　　　一行目{LF}ＴＩＰＳ_３５　　　　　　　　　　二行目{LF}ＴＩＰＳ_３５　　　　　　　　　　三行目{LF}ＴＩＰＳ_３５　　　　　　　　　　四行目{LF}ＴＩＰＳ_３５　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３５""}","1"
"ＴＩＰＳ_３６　　　　　　　　　　一行目{LF}ＴＩＰＳ_３６　　　　　　　　　　二行目{LF}ＴＩＰＳ_３６　　　　　　　　　　三行目{LF}ＴＩＰＳ_３６　　　　　　　　　　四行目{LF}ＴＩＰＳ_３６　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３６""}","ＴＩＰＳ_３６　　　　　　　　　　一行目{LF}ＴＩＰＳ_３６　　　　　　　　　　二行目{LF}ＴＩＰＳ_３６　　　　　　　　　　三行目{LF}ＴＩＰＳ_３６　　　　　　　　　　四行目{LF}ＴＩＰＳ_３６　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３６""}","1"
"ＴＩＰＳ_３７　　　　　　　　　　一行目{LF}ＴＩＰＳ_３７　　　　　　　　　　二行目{LF}ＴＩＰＳ_３７　　　　　　　　　　三行目{LF}ＴＩＰＳ_３７　　　　　　　　　　四行目{LF}ＴＩＰＳ_３７　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３７""}","ＴＩＰＳ_３７　　　　　　　　　　一行目{LF}ＴＩＰＳ_３７　　　　　　　　　　二行目{LF}ＴＩＰＳ_３７　　　　　　　　　　三行目{LF}ＴＩＰＳ_３７　　　　　　　　　　四行目{LF}ＴＩＰＳ_３７　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３７""}","1"
"ＴＩＰＳ_３８　　　　　　　　　　一行目{LF}ＴＩＰＳ_３８　　　　　　　　　　二行目{LF}ＴＩＰＳ_３８　　　　　　　　　　三行目{LF}ＴＩＰＳ_３８　　　　　　　　　　四行目{LF}ＴＩＰＳ_３８　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３８""}","ＴＩＰＳ_３８　　　　　　　　　　一行目{LF}ＴＩＰＳ_３８　　　　　　　　　　二行目{LF}ＴＩＰＳ_３８　　　　　　　　　　三行目{LF}ＴＩＰＳ_３８　　　　　　　　　　四行目{LF}ＴＩＰＳ_３８　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３８""}","1"
"ＴＩＰＳ_３９　　　　　　　　　　一行目{LF}ＴＩＰＳ_３９　　　　　　　　　　二行目{LF}ＴＩＰＳ_３９　　　　　　　　　　三行目{LF}ＴＩＰＳ_３９　　　　　　　　　　四行目{LF}ＴＩＰＳ_３９　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３９""}","ＴＩＰＳ_３９　　　　　　　　　　一行目{LF}ＴＩＰＳ_３９　　　　　　　　　　二行目{LF}ＴＩＰＳ_３９　　　　　　　　　　三行目{LF}ＴＩＰＳ_３９　　　　　　　　　　四行目{LF}ＴＩＰＳ_３９　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_３９""}","1"
"An enormous city created by the Cataclysm.{LF}It enjoyed prosperity under the Church and its Magic{LF}Academy, but an accidental magic surge in 995 turned{LF}it into a ghost town. Also referred to as the ""Old World""{LF}due to its ruins and status as the origin of all magic.{#Name=""The Cathedral City""}","An enormous city created by the Cataclysm.{LF}It enjoyed prosperity under the Church and its Magic{LF}Academy, but an accidental magic surge in 995 turned{LF}it into a ghost town. Also referred to as the ""Old World""{LF}due to its ruins and status as the origin of all magic.{#Name=""The Cathedral City""}","1"
"A nation under the rule of the Intoner, Five. It has{LF}little arable land, but bountiful marine resources.{LF}Renowned for its trawler ships, which exchange{LF}messages via a series of horns. Its port connects{LF}a multitude of sea routes, making it a trade hub.{#Name=""The Land of Seas""}","A nation under the rule of the Intoner, Five. It has{LF}little arable land, but bountiful marine resources.{LF}Renowned for its trawler ships, which exchange{LF}messages via a series of horns. Its port connects{LF}a multitude of sea routes, making it a trade hub.{#Name=""The Land of Seas""}","1"
"A mountainous nation with fortresses at seemingly{LF}every turn. Its most famous product, Amberstone,{LF}is a rare material that can only be shipped by taking{LF}wagons along narrow and treacherous trails.{LF}Ruled by the Intoner, Four.{#Name=""The Land of Mountains""}","A mountainous nation with fortresses at seemingly{LF}every turn. Its most famous product, Amberstone,{LF}is a rare material that can only be shipped by taking{LF}wagons along narrow and treacherous trails.{LF}Ruled by the Intoner, Four.{#Name=""The Land of Mountains""}","1"
"A nation mostly covered in forests. Much of it{LF}remains unexplored by mankind, and is instead{LF}the domain of faeries and elves. Ruled by the{LF}Intoner Three in theory, although she seems{LF}largely oblivious to what occurs there.{#Name=""The Land of Forests""}","A nation mostly covered in forests. Much of it{LF}remains unexplored by mankind, and is instead{LF}the domain of faeries and elves. Ruled by the{LF}Intoner Three in theory, although she seems{LF}largely oblivious to what occurs there.{#Name=""The Land of Forests""}","1"
"A large nation mostly covered in desert,{LF}making it unsuitable for farming. Magnetite is{LF}its main export. While far from a wealthy land,{LF}its many ruins have seen tourism interest from{LF}wealthy merchants in recent years.{#Name=""The Land of Sands""}","A large nation mostly covered in desert,{LF}making it unsuitable for farming. Magnetite is{LF}its main export. While far from a wealthy land,{LF}its many ruins have seen tourism interest from{LF}wealthy merchants in recent years.{#Name=""The Land of Sands""}","1"
"The Lands of Seas, Mountains, Forests, and Sands{LF}are each governed by an individual ruler.{LF}Past rulers were dictators that terrorized their {LF}people, but since the five Intoners defeated them,{LF}the world has returned to its peaceful days of yore.{#Name=""Rulers""}","The Lands of Seas, Mountains, Forests, and Sands{LF}are each governed by an individual ruler.{LF}Past rulers were dictators that terrorized their {LF}people, but since the five Intoners defeated them,{LF}the world has returned to its peaceful days of yore.{#Name=""Rulers""}","1"
"A religious organization that has existed since{LF}antiquity. The group has grown rapidly since the{LF}Cataclysm, creating organizations like the Magic{LF}Academy to manage magic. Its multiple sects are{LF}known collectively as simply the ""Church.""{#Name=""The Church""}","A religious organization that has existed since{LF}antiquity. The group has grown rapidly since the{LF}Cataclysm, creating organizations like the Magic{LF}Academy to manage magic. Its multiple sects are{LF}known collectively as simply the ""Church.""{#Name=""The Church""}","1"
"Generally, the younger woman of two siblings born{LF}from the same set of parents. A ""sister-in-law"" is the{LF}sister of a spouse or wife of a sibling, and does not{LF}necessarily possess a blood relation.{#Name=""Younger Sister""}","Generally, the younger woman of two siblings born{LF}from the same set of parents. A ""sister-in-law"" is the{LF}sister of a spouse or wife of a sibling, and does not{LF}necessarily possess a blood relation.{#Name=""Younger Sister""}","1"
"Generally, the older woman of two siblings born{LF}from the same set of parents. A ""sister-in-law"" is the{LF}sister of a spouse or wife of a sibling, and does not{LF}necessarily possess a blood relation.{#Name=""Elder Sister""}","Generally, the older woman of two siblings born{LF}from the same set of parents. A ""sister-in-law"" is the{LF}sister of a spouse or wife of a sibling, and does not{LF}necessarily possess a blood relation.{#Name=""Elder Sister""}","1"
"An organization built by the Church in 910 for the{LF}research of magic. Its early history is murky, but{LF}in 995, an accident triggered at the Cathedral City's{LF}Central Magic Academy wiped it off the map.{#Name=""The Magic Academy""}","An organization built by the Church in 910 for the{LF}research of magic. Its early history is murky, but{LF}in 995, an accident triggered at the Cathedral City's{LF}Central Magic Academy wiped it off the map.{#Name=""The Magic Academy""}","1"
"A method of gathering and utilizing magical energy{LF}for a variety of uses, both combat-related and otherwise.{LF}In this era, there is no active study devoted to magic,{LF}and only a few limited applications have been{LF}passed down from earlier generations.{#Name=""Magic""}","A method of gathering and utilizing magical energy{LF}for a variety of uses, both combat-related and otherwise.{LF}In this era, there is no active study devoted to magic,{LF}and only a few limited applications have been{LF}passed down from earlier generations.{#Name=""Magic""}","1"
"People who can use the power of song to wield vast{LF}attacking force. Six of them, all female, have been{LF}recorded throughout history. The Intoners freed each{LF}land from the despotic rulers that once terrorized{LF}their people, and are now worshipped as saviors.{#Name=""Intoners""}","People who can use the power of song to wield vast{LF}attacking force. Six of them, all female, have been{LF}recorded throughout history. The Intoners freed each{LF}land from the despotic rulers that once terrorized{LF}their people, and are now worshipped as saviors.{#Name=""Intoners""}","1"
"Shops dealing in weapons and other items are{LF}located in each country. They chiefly run on an{LF}order-based system, and are largely unmanned{LF}as a result. Collectively, the stores are operated{LF}by a single person known as Accord.{#Name=""Weapon Shops""}","Shops dealing in weapons and other items are{LF}located in each country. They chiefly run on an{LF}order-based system, and are largely unmanned{LF}as a result. Collectively, the stores are operated{LF}by a single person known as Accord.{#Name=""Weapon Shops""}","1"
"The strongest of all monsters. Possessing great{LF}intelligence, they live up in highlands and among{LF}the clouds, far away from human settlements.{LF}Ancient dragons and other subspecies also exist.{#Name=""Dragons""}","The strongest of all monsters. Possessing great{LF}intelligence, they live up in highlands and among{LF}the clouds, far away from human settlements.{LF}Ancient dragons and other subspecies also exist.{#Name=""Dragons""}","1"
"Supernatural events beyond the ken of mankind.{LF}The Church calls them ""salvation from the gods,""{LF}and many have been retold in folklore. Most people{LF}see the Intoners themselves as miracles, making them{LF}a common object of worship among the masses.{#Name=""Miracles""}","Supernatural events beyond the ken of mankind.{LF}The Church calls them ""salvation from the gods,""{LF}and many have been retold in folklore. Most people{LF}see the Intoners themselves as miracles, making them{LF}a common object of worship among the masses.{#Name=""Miracles""}","1"
"A disaster that occurred in 856, heralded by a vast{LF}earthquake in the Iberian Peninsula. This was{LF}followed by a huge city appearing overnight and{LF}unleashing strange creatures worldwide. Church{LF}records suggest this was a world-changing event.{#Name=""The Cataclysm""}","A disaster that occurred in 856, heralded by a vast{LF}earthquake in the Iberian Peninsula. This was{LF}followed by a huge city appearing overnight and{LF}unleashing strange creatures worldwide. Church{LF}records suggest this was a world-changing event.{#Name=""The Cataclysm""}","1"
"The existence of parallel worlds triggered by{LF}entangled quantum matter has long been known.{LF}It is possible to shift, or branch, to multiple{LF}other worlds, although most such branches{LF}allow for travel in one direction only.{#Name=""Multiple Worlds""}","The existence of parallel worlds triggered by{LF}entangled quantum matter has long been known.{LF}It is possible to shift, or branch, to multiple{LF}other worlds, although most such branches{LF}allow for travel in one direction only.{#Name=""Multiple Worlds""}","1"
"Persons, places, or things that can trigger a divergence,{LF}or branch, across multiple worlds. Branch phenomena{LF}occur when enough magic particles are in an area, and{LF}all relevant conditions are met. However, a singularity{LF}is not recorded as such until after a branch occurs.{#Name=""Singularities""}","Persons, places, or things that can trigger a divergence,{LF}or branch, across multiple worlds. Branch phenomena{LF}occur when enough magic particles are in an area, and{LF}all relevant conditions are met. However, a singularity{LF}is not recorded as such until after a branch occurs.{#Name=""Singularities""}","1"
"The act of using the energy from one's flower{LF}for offensive or defensive purposes.{LF}It is fundamentally different from magic{LF}as it relies on harnessing energy from the{LF}mutual properties of multiple worlds.{#Name=""The Power of Song""}","The act of using the energy from one's flower{LF}for offensive or defensive purposes.{LF}It is fundamentally different from magic{LF}as it relies on harnessing energy from the{LF}mutual properties of multiple worlds.{#Name=""The Power of Song""}","1"
"A parasitical plant-shaped object that latches{LF}on to an Intoner. As the parasite spreads,{LF}it erodes the host Intoner's spirit and body.{LF}It can be destroyed by using a weapon derived{LF}from the cellular material of a dragon.{#Name=""The Flower""}","A parasitical plant-shaped object that latches{LF}on to an Intoner. As the parasite spreads,{LF}it erodes the host Intoner's spirit and body.{LF}It can be destroyed by using a weapon derived{LF}from the cellular material of a dragon.{#Name=""The Flower""}","1"
"ＴＩＰＳ_６０　　　　　　　　　　一行目{LF}ＴＩＰＳ_６０　　　　　　　　　　二行目{LF}ＴＩＰＳ_６０　　　　　　　　　　三行目{LF}ＴＩＰＳ_６０　　　　　　　　　　四行目{LF}ＴＩＰＳ_６０　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６０""}","ＴＩＰＳ_６０　　　　　　　　　　一行目{LF}ＴＩＰＳ_６０　　　　　　　　　　二行目{LF}ＴＩＰＳ_６０　　　　　　　　　　三行目{LF}ＴＩＰＳ_６０　　　　　　　　　　四行目{LF}ＴＩＰＳ_６０　　　　　　　　　　五行目{#Name=""ＴＩＰＳ_６０""}","1"
