"translation","source"
"Sou um escravo seu em todos os sentidos.{LF}Em todas as... posições...{#Name=""Decadus""}","I am a slave to you in every way.{LF}In every...position...{#Name=""Decadus""}"
"Conversa inicial{#Name=""ミハイル""}","初回会話{#Name=""ミハイル""}"
"Conversa em loop{#Name=""ミハイル""}","ループ会話{#Name=""ミハイル""}"
"Prosseguir para a próxima missão?{#Name="" ""}","Proceed to the next mission?{#Name="" ""}"
"Demonstração de conversa em grupo{#Name="" ""}","みんなで一つの場所に集まって話すデモ{#Name="" ""}"
"Então, para onde vamos agora, Z?{#Name=""Dito""}","So where to next, Z?{#Name=""Dito""}"
"A Terra das Florestas.{#Name=""Zero""}","The Land of Forests.{#Name=""Zero""}"
"A Terra das Florestas?{#Name=""Mikhail""}","The Land of Forests?{#Name=""Mikhail""}"
"Lar da Intoner Three. Ela é a próxima na minha lista.{#Name=""Zero""}","Home to the Intoner Three. She's next on my list.{#Name=""Zero""}"
"Crime sobre crime se acumula em nosso registro...{#Name=""Decadus""}","Crime upon crime piles up on our ledger...{#Name=""Decadus""}"
"...Você está se divertindo com isso?{#Name=""Dito""}","...Are you getting off on this?{#Name=""Dito""}"
"Pelo menos temos este airship. Deve ser uma viagem tranquila{LF}daqui para frente.{#Name=""Zero""}","At least we've got this airship. Should be smooth sailing{LF}from here on out.{#Name=""Zero""}"
"Yaaay!{#Name=""Mikhail""}","Yaaay!{#Name=""Mikhail""}"
"Tudo bem, é um novo dia, temos um novo navio—{LF}é hora de zarpar e conquistar o mundo!{#Name=""Zero""}","All right, it's a new day, we've got a new ship—{LF}it's time to set sail and conquer the world!{#Name=""Zero""}"
"Nós fizemos isso! Nós a pegamos!{#Name=""Soldier A""}","We did it! We got her!{#Name=""Soldier A""}"
"Nós matamos o demônio!{#Name=""Soldier B""}","We've slain the demon!{#Name=""Soldier B""}"
"KA-BOOM! Nós fizemos isso! Intoner derrubada! Intoner derrubada!{LF}Você viu isso? Acertamos ela bem no—{#Name=""Soldier B""}","KA-BOOM! We did it! Intoner down! Intoner down!{LF}Did you see that? Nailed her right in the—{#Name=""Soldier B""}"
"Lady Three vai ficar muito feliz!{#Name=""Soldier A""}","Lady Three's gonna be overjoyed!{#Name=""Soldier A""}"
"Uau! Sim, baby, SIM! Ha ha ha ha!{#Name=""Soldier A""}","Woo-hoo! Yeah, baby, YEAH! Ha ha ha ha!{#Name=""Soldier A""}"
"Depois de todo o problema que eu passei para pegar aquele maldito airship...{#Name=""Zero""}","After all the trouble I went through to get that goddamn airship...{#Name=""Zero""}"
"Eu vou cortar a merda de cada um de vocês!{#Name=""Zero""}","I am gonna slice the shit out of every last one of you!{#Name=""Zero""}"
"Depois de assassinar Four,{#Name=""Accord""}","After murdering Four,{#Name=""Accord""}"
"Zero voou para seu próximo destino — a Terra das Florestas.{#Name=""Accord""}","Zero flew off to her next destination—the Land of Forests.{#Name=""Accord""}"
"Era um lugar impregnado de insanidade, e a casa de sua irmã, Three...{#Name=""Accord""}","It was a place steeped in insanity, and the home of her sister, Three...{#Name=""Accord""}"
