"translation","source"
"Eles fecharam o portão? Muito obrigado, cuzões.{#Name=""Zero""}","They closed the gate? Thanks a lot, assholes.{#Name=""Zero""}"
"Merda. Está fechado.{#Name=""Zero""}","Shit. It's closed.{#Name=""Zero""}"
"O inimigo deve ter fechado.{#Name=""Zero""}","The enemy must've closed it.{#Name=""Zero""}"
"Quem está fechando isso? Qual é o sentido?{#Name=""Zero""}","Who keeps closing these? What's the point?{#Name=""Zero""}"
"Acho que eles fecharam.{#Name=""Zero""}","Guess they closed it.{#Name=""Zero""}"
"Heh. Eles pensam que ISSO vai me parar?{#Name=""Zero""}","Heh. They think THIS is gonna stop me?{#Name=""Zero""}"
"Não preciso voltar.{#Name=""Zero""}","I don't need to go back.{#Name=""Zero""}"
"Não aguento mais esse lugar.{#Name=""Zero""}","I'm done with this place.{#Name=""Zero""}"
"Preciso seguir em frente...{#Name=""Zero""}","Gotta keep moving forward...{#Name=""Zero""}"
"Só há um caminho a seguir, e não é esse.{#Name=""Zero""}","There's only one way to go, and this ain't it.{#Name=""Zero""}"
"Não preciso ir por aqui.{#Name=""Zero""}","No need to go this way.{#Name=""Zero""}"
"x {04}{#Name="" ""}","x {04}{#Name="" ""}"
"Todas as armas foram completamente atualizadas.{LF}Você desbloqueou um novo traje bônus para Zero!{LF}Acesse-o no menu ""Trocar Trajes/Música"".{#Name="" ""}","All weapons have been fully upgraded.{LF}You've unlocked a new bonus outfit for Zero!{LF}Access it from the ""Change Outfits/Music"" menu.{#Name="" ""}"
"Dados de Salvamento{#Name="" ""}","Save Data{#Name="" ""}"
"Você gostaria de remover os dados de salvamento antigos{LF}para garantir mais espaço livre?{#Name="" ""}","Would you like to remove old save data{LF}to secure more free space?{#Name="" ""}"
"Continuar o jogo sem salvar?{#Name="" ""}","Continue the game without saving?{#Name="" ""}"
" {04}{#Name="" ""}"," {04}{#Name="" ""}"
"Fechar{#Name="" ""}","Close{#Name="" ""}"
"Você conseguiu coletar todas as armas.{LF}A rota D agora está desbloqueada!{#Name="" ""}","You've managed to collect every weapon.{LF}Branch D is now unlocked!{#Name="" ""}"
"A porta está fechada.{#Name=""Zero""}","The door's shut.{#Name=""Zero""}"
"Eles fecharam o portão? Muito obrigado, cuzões.{#Name=""Zero""}","They closed the gate? Thanks a lot, assholes.{#Name=""Zero""}"
"Merda. Está fechado.{#Name=""Zero""}","Shit. It's closed.{#Name=""Zero""}"
"O inimigo deve ter fechado.{#Name=""Zero""}","The enemy must've closed it.{#Name=""Zero""}"
"Quem está fechando isso? Qual é o sentido?{#Name=""Zero""}","Who keeps closing these? What's the point?{#Name=""Zero""}"
"Acho que eles fecharam.{#Name=""Zero""}","Guess they closed it.{#Name=""Zero""}"
"Heh. Eles pensam que ISSO vai me parar?{#Name=""Zero""}","Heh. They think THIS is gonna stop me?{#Name=""Zero""}"
"Não preciso voltar.{#Name=""Zero""}","I don't need to go back.{#Name=""Zero""}"
"Não aguento mais esse lugar.{#Name=""Zero""}","I'm done with this place.{#Name=""Zero""}"
"Preciso seguir em frente...{#Name=""Zero""}","Gotta keep moving forward...{#Name=""Zero""}"
"Só há um caminho a seguir, e não é esse.{#Name=""Zero""}","There's only one way to go, and this ain't it.{#Name=""Zero""}"
"Não preciso ir por aqui.{#Name=""Zero""}","No need to go this way.{#Name=""Zero""}"
