"translation","source","can_modify"
"Imperial Fang Lv. 1","Imperial Fang Lv. 1","1"
"Imperial Fang Lv. 2","Imperial Fang Lv. 2","1"
"Imperial Fang Lv. 3","Imperial Fang Lv. 3","1"
"Imperial Fang Lv. 4","Imperial Fang Lv. 4","1"
"Feral King's Wildblade Lv. 1","Feral King's Wildblade Lv. 1","1"
"Feral King's Wildblade Lv. 2","Feral King's Wildblade Lv. 2","1"
"Feral King's Wildblade Lv. 3","Feral King's Wildblade Lv. 3","1"
"Feral King's Wildblade Lv. 4","Feral King's Wildblade Lv. 4","1"
"Mourning Thorn Lv. 1","Mourning Thorn Lv. 1","1"
"Mourning Thorn Lv. 2","Mourning Thorn Lv. 2","1"
"Mourning Thorn Lv. 3","Mourning Thorn Lv. 3","1"
"Mourning Thorn Lv. 4","Mourning Thorn Lv. 4","1"
"剣180","剣180","1"
"剣181","剣181","1"
"剣182","剣182","1"
"剣183","剣183","1"
"剣190","剣190","1"
"剣191","剣191","1"
"剣192","剣192","1"
"剣193","剣193","1"
"剣200","剣200","1"
"剣201","剣201","1"
"剣202","剣202","1"
"剣203","剣203","1"
"剣210","剣210","1"
"剣211","剣211","1"
"剣212","剣212","1"
"剣213","剣213","1"
"剣220","剣220","1"
"剣221","剣221","1"
"剣222","剣222","1"
"剣223","剣223","1"
"剣230","剣230","1"
"剣231","剣231","1"
"剣232","剣232","1"
"剣233","剣233","1"
"Twisted Hunger Lv. 1","Twisted Hunger Lv. 1","1"
"Twisted Hunger Lv. 2","Twisted Hunger Lv. 2","1"
"Twisted Hunger Lv. 3","Twisted Hunger Lv. 3","1"
"Twisted Hunger Lv. 4","Twisted Hunger Lv. 4","1"
"Spear of Empathy Lv. 1","Spear of Empathy Lv. 1","1"
"Spear of Empathy Lv. 2","Spear of Empathy Lv. 2","1"
"Spear of Empathy Lv. 3","Spear of Empathy Lv. 3","1"
"Spear of Empathy Lv. 4","Spear of Empathy Lv. 4","1"
"Thunder Princess Lv. 1","Thunder Princess Lv. 1","1"
"Thunder Princess Lv. 2","Thunder Princess Lv. 2","1"
"Thunder Princess Lv. 3","Thunder Princess Lv. 3","1"
"Thunder Princess Lv. 4","Thunder Princess Lv. 4","1"
"Eternal Wail Lv. 1","Eternal Wail Lv. 1","1"
"Eternal Wail Lv. 2","Eternal Wail Lv. 2","1"
"Eternal Wail Lv. 3","Eternal Wail Lv. 3","1"
"Eternal Wail Lv. 4","Eternal Wail Lv. 4","1"
"Guardian's Oath Lv. 1","Guardian's Oath Lv. 1","1"
"Guardian's Oath Lv. 2","Guardian's Oath Lv. 2","1"
"Guardian's Oath Lv. 3","Guardian's Oath Lv. 3","1"
"Guardian's Oath Lv. 4","Guardian's Oath Lv. 4","1"
"Robber King Lv. 1","Robber King Lv. 1","1"
"Robber King Lv. 2","Robber King Lv. 2","1"
"Robber King Lv. 3","Robber King Lv. 3","1"
"Robber King Lv. 4","Robber King Lv. 4","1"
"Conjurer's Staff Lv. 1","Conjurer's Staff Lv. 1","1"
"Conjurer's Staff Lv. 2","Conjurer's Staff Lv. 2","1"
"Conjurer's Staff Lv. 3","Conjurer's Staff Lv. 3","1"
"Conjurer's Staff Lv. 4","Conjurer's Staff Lv. 4","1"
"Bloodwyrm's Flame Lv. 1","Bloodwyrm's Flame Lv. 1","1"
"Bloodwyrm's Flame Lv. 2","Bloodwyrm's Flame Lv. 2","1"
"Bloodwyrm's Flame Lv. 3","Bloodwyrm's Flame Lv. 3","1"
"Bloodwyrm's Flame Lv. 4","Bloodwyrm's Flame Lv. 4","1"
"Sins of the Fallen Lv. 1","Sins of the Fallen Lv. 1","1"
"Sins of the Fallen Lv. 2","Sins of the Fallen Lv. 2","1"
"Sins of the Fallen Lv. 3","Sins of the Fallen Lv. 3","1"
"Sins of the Fallen Lv. 4","Sins of the Fallen Lv. 4","1"
"Seer's Lure Lv. 1","Seer's Lure Lv. 1","1"
"Seer's Lure Lv. 2","Seer's Lure Lv. 2","1"
"Seer's Lure Lv. 3","Seer's Lure Lv. 3","1"
"Seer's Lure Lv. 4","Seer's Lure Lv. 4","1"
"Imperial Tears Lv. 1","Imperial Tears Lv. 1","1"
"Imperial Tears Lv. 2","Imperial Tears Lv. 2","1"
"Imperial Tears Lv. 3","Imperial Tears Lv. 3","1"
"Imperial Tears Lv. 4","Imperial Tears Lv. 4","1"
"Final Knell Lv. 1","Final Knell Lv. 1","1"
"Final Knell Lv. 2","Final Knell Lv. 2","1"
"Final Knell Lv. 3","Final Knell Lv. 3","1"
"Final Knell Lv. 4","Final Knell Lv. 4","1"
"槍120","槍120","1"
"槍121","槍121","1"
"槍122","槍122","1"
"槍123","槍123","1"
"槍130","槍130","1"
"槍131","槍131","1"
"槍132","槍132","1"
"槍133","槍133","1"
"Masochistic Joy Lv. 1","Masochistic Joy Lv. 1","1"
"Masochistic Joy Lv. 2","Masochistic Joy Lv. 2","1"
"Masochistic Joy Lv. 3","Masochistic Joy Lv. 3","1"
"Masochistic Joy Lv. 4","Masochistic Joy Lv. 4","1"
"Iceborn Slayers Lv. 1","Iceborn Slayers Lv. 1","1"
"Iceborn Slayers Lv. 2","Iceborn Slayers Lv. 2","1"
"Iceborn Slayers Lv. 3","Iceborn Slayers Lv. 3","1"
"Iceborn Slayers Lv. 4","Iceborn Slayers Lv. 4","1"
"Golden Petals Lv. 1","Golden Petals Lv. 1","1"
"Golden Petals Lv. 2","Golden Petals Lv. 2","1"
"Golden Petals Lv. 3","Golden Petals Lv. 3","1"
"Golden Petals Lv. 4","Golden Petals Lv. 4","1"
"Imperial Claws Lv. 1","Imperial Claws Lv. 1","1"
"Imperial Claws Lv. 2","Imperial Claws Lv. 2","1"
"Imperial Claws Lv. 3","Imperial Claws Lv. 3","1"
"Imperial Claws Lv. 4","Imperial Claws Lv. 4","1"
"Crimson Impalers Lv. 1","Crimson Impalers Lv. 1","1"
"Crimson Impalers Lv. 2","Crimson Impalers Lv. 2","1"
"Crimson Impalers Lv. 3","Crimson Impalers Lv. 3","1"
"Crimson Impalers Lv. 4","Crimson Impalers Lv. 4","1"
"Azure Arms Lv. 1","Azure Arms Lv. 1","1"
"Azure Arms Lv. 2","Azure Arms Lv. 2","1"
"Azure Arms Lv. 3","Azure Arms Lv. 3","1"
"Azure Arms Lv. 4","Azure Arms Lv. 4","1"
"Darklord's Flame Lv. 1","Darklord's Flame Lv. 1","1"
"Darklord's Flame Lv. 2","Darklord's Flame Lv. 2","1"
"Darklord's Flame Lv. 3","Darklord's Flame Lv. 3","1"
"Darklord's Flame Lv. 4","Darklord's Flame Lv. 4","1"
"Captain's Guard Lv. 1","Captain's Guard Lv. 1","1"
"Captain's Guard Lv. 2","Captain's Guard Lv. 2","1"
"Captain's Guard Lv. 3","Captain's Guard Lv. 3","1"
"Captain's Guard Lv. 4","Captain's Guard Lv. 4","1"
"Deathly Briars Lv. 1","Deathly Briars Lv. 1","1"
"Deathly Briars Lv. 2","Deathly Briars Lv. 2","1"
"Deathly Briars Lv. 3","Deathly Briars Lv. 3","1"
"Deathly Briars Lv. 4","Deathly Briars Lv. 4","1"
"Tyrant's Playthings Lv. 1","Tyrant's Playthings Lv. 1","1"
"Tyrant's Playthings Lv. 2","Tyrant's Playthings Lv. 2","1"
"Tyrant's Playthings Lv. 3","Tyrant's Playthings Lv. 3","1"
"Tyrant's Playthings Lv. 4","Tyrant's Playthings Lv. 4","1"
"Darkseal Order Lv. 1","Darkseal Order Lv. 1","1"
"Darkseal Order Lv. 2","Darkseal Order Lv. 2","1"
"Darkseal Order Lv. 3","Darkseal Order Lv. 3","1"
"Darkseal Order Lv. 4","Darkseal Order Lv. 4","1"
"格闘110","格闘110","1"
"格闘111","格闘111","1"
"格闘112","格闘112","1"
"格闘113","格闘113","1"
"Everlasting Ring Lv. 1","Everlasting Ring Lv. 1","1"
"Everlasting Ring Lv. 2","Everlasting Ring Lv. 2","1"
"Everlasting Ring Lv. 3","Everlasting Ring Lv. 3","1"
"Everlasting Ring Lv. 4","Everlasting Ring Lv. 4","1"
"Electroshocker Lv. 1","Electroshocker Lv. 1","1"
"Electroshocker Lv. 2","Electroshocker Lv. 2","1"
"Electroshocker Lv. 3","Electroshocker Lv. 3","1"
"Electroshocker Lv. 4","Electroshocker Lv. 4","1"
"Ring of Lament Lv. 1","Ring of Lament Lv. 1","1"
"Ring of Lament Lv. 2","Ring of Lament Lv. 2","1"
"Ring of Lament Lv. 3","Ring of Lament Lv. 3","1"
"Ring of Lament Lv. 4","Ring of Lament Lv. 4","1"
"Azure Cleaver Lv. 1","Azure Cleaver Lv. 1","1"
"Azure Cleaver Lv. 2","Azure Cleaver Lv. 2","1"
"Azure Cleaver Lv. 3","Azure Cleaver Lv. 3","1"
"Azure Cleaver Lv. 4","Azure Cleaver Lv. 4","1"
"Duchess's Dance Lv. 1","Duchess's Dance Lv. 1","1"
"Duchess's Dance Lv. 2","Duchess's Dance Lv. 2","1"
"Duchess's Dance Lv. 3","Duchess's Dance Lv. 3","1"
"Duchess's Dance Lv. 4","Duchess's Dance Lv. 4","1"
"Rule of Divine Law Lv. 1","Rule of Divine Law Lv. 1","1"
"Rule of Divine Law Lv. 2","Rule of Divine Law Lv. 2","1"
"Rule of Divine Law Lv. 3","Rule of Divine Law Lv. 3","1"
"Rule of Divine Law Lv. 4","Rule of Divine Law Lv. 4","1"
"Vidofnir's Blade Lv. 1","Vidofnir's Blade Lv. 1","1"
"Vidofnir's Blade Lv. 2","Vidofnir's Blade Lv. 2","1"
"Vidofnir's Blade Lv. 3","Vidofnir's Blade Lv. 3","1"
"Vidofnir's Blade Lv. 4","Vidofnir's Blade Lv. 4","1"
"Skyward Wind Lv. 1","Skyward Wind Lv. 1","1"
"Skyward Wind Lv. 2","Skyward Wind Lv. 2","1"
"Skyward Wind Lv. 3","Skyward Wind Lv. 3","1"
"Skyward Wind Lv. 4","Skyward Wind Lv. 4","1"
"Widow's Sin Lv. 1","Widow's Sin Lv. 1","1"
"Widow's Sin Lv. 2","Widow's Sin Lv. 2","1"
"Widow's Sin Lv. 3","Widow's Sin Lv. 3","1"
"Widow's Sin Lv. 4","Widow's Sin Lv. 4","1"
"Imperial Coffin Lv. 1","Imperial Coffin Lv. 1","1"
"Imperial Coffin Lv. 2","Imperial Coffin Lv. 2","1"
"Imperial Coffin Lv. 3","Imperial Coffin Lv. 3","1"
"Imperial Coffin Lv. 4","Imperial Coffin Lv. 4","1"
"Manah's Staff Lv. 1","Manah's Staff Lv. 1","1"
"Manah's Staff Lv. 2","Manah's Staff Lv. 2","1"
"Manah's Staff Lv. 3","Manah's Staff Lv. 3","1"
"Manah's Staff Lv. 4","Manah's Staff Lv. 4","1"
"One's Chakram Lv. 1","One's Chakram Lv. 1","1"
"One's Chakram Lv. 2","One's Chakram Lv. 2","1"
"One's Chakram Lv. 3","One's Chakram Lv. 3","1"
"One's Chakram Lv. 4","One's Chakram Lv. 4","1"
