"translation","source"
"Então, voltando ao que estávamos discutindo anteriormente...{#Name=""Dito""}","So, back to what we were discussing earlier...{#Name=""Dito""}"
"Eu realmente acho que estufado é minha refeição favorita. {#Name=""Dito""}","I actually think stew is my favorite meal. {#Name=""Dito""}"
"Sim, embora um pedaço de carpaccio de peixe{LF}fosse delicioso.{#Name=""Cent""}","Yes, though a nice piece of fish carpaccio{LF}would be lovely.{#Name=""Cent""}"
"Talvez com um pouco de tapenade ao lado{LF}e um Chablis gelado?{#Name=""Cent""}","Maybe with some tapenade on the side{LF}and a chilled Chablis?{#Name=""Cent""}"
"Ou você pode apenas mergulhar pão em ovos e açúcar.{#Name=""Decadus""}","Or you can just soak bread in eggs and sugar.{#Name=""Decadus""}"
"Cozinhe, adicione mel e creme?{LF}...Delicioso!{#Name=""Decadus""}","Cook it up, add honey and cream?{LF}...Delicious!{#Name=""Decadus""}"
"Eu ouvi que a sopa feita com o sangue fresco{LF}de uma besta rara vai elevar os espíritos a noite toda!{#Name=""Octa""}","I've heard that soup made from the fresh blood{LF}of a rare beast will raise one's spirits all night!{#Name=""Octa""}"
"Eu só vou ter o que você sempre me dá, Zero!{#Name=""Mikhail""}","I'll just have what you always give me, Zero!{#Name=""Mikhail""}"
"Ei, sim. O que ela te alimenta, afinal?{#Name=""Dito""}","Hey, yeah. What does she feed you anyway?{#Name=""Dito""}"
"Hum, vamos ver... Carne rara cortada em pedaços...{#Name=""Mikhail""}","Um, let's see... Rare meat cut into chunks...{#Name=""Mikhail""}"
"Sopa cozida demais que tem gosto de metal...{#Name=""Mikhail""}","Overcooked soup that tastes like metal...{#Name=""Mikhail""}"
"Um monte de folhas amargas e mofadas...{#Name=""Mikhail""}","A bunch of moldy, bitter leaves...{#Name=""Mikhail""}"
"Este bloco gorduroso que eu posso mastigar e{LF}mastigar e não vai embora...{#Name=""Mikhail""}","This fatty blob I can chew and{LF}chew and it won't go away...{#Name=""Mikhail""}"
"Pare! Pare! Estou prestes a vomitar aqui.{#Name=""Dito""}","Stop! Just stop! I'm about to hurl over here.{#Name=""Dito""}"
"É isso o tipo de coisa que um dragão come habitualmente?{#Name=""Decadus""}","Is that the sort of thing a dragon usually eats?{#Name=""Decadus""}"
"Não, mas é isso que Zero come,{LF}então eu só vou junto com isso.{#Name=""Mikhail""}","No, but that's what Zero eats,{LF}so I just go along with it.{#Name=""Mikhail""}"
"Vocês querem um pouco?{#Name=""Zero""}","You guys want some?{#Name=""Zero""}"
"Não, obrigado!{#Name=""Dito{0A}Cent{0A}Octa{0A}Decadus""}","No thanks!{#Name=""Dito{0A}Cent{0A}Octa{0A}Decadus""}"
"Vocês ficam aqui. Eu preciso ir procurar algo.","You guys stay here. I need to go look for something.{#Name=""Zero""}"
"Accord... O que eu disse sobre invadir aqui!?","Accord... What did I tell you about barging in here!?{#Name=""Zero""}"
"Huh? Eu poderia jurar que bati...","Huh? I could have sworn I knocked...{#Name=""Accord""}"
"Ah, bem! Água debaixo da ponte.","Oh well! Water under the bridge.{#Name=""Accord""}"
"Deixa eu adivinhar. Você está aqui para me dar algum aviso sombrio?","Lemme guess. You're here to give me some grim warning?{#Name=""Zero""}"
"É!","Yep!{#Name=""Accord""}"
"Como as coisas estão agora, não importa qual ramo você vá — tudo acaba em desastre.","As things stand now, it doesn't matter what{LF}branch you go down—it all ends in disaster.{#Name=""Accord""}"
"Pensei em dar um aviso prévio.","Figured I'd give you a heads-up.{#Name=""Accord""}"
"Então como você pode ver o futuro, huh?","So how come you can see the future, huh?{#Name=""Zero""}"
"Não posso lhe dizer isso.","I can't tell you that.{#Name=""Accord""}"
"Ou talvez...","Or maybe...{#Name=""Zero""}"
"Hmm?","Hmm?{#Name=""Accord""}"
"Talvez você não veja o futuro de verdade.","Maybe you don't see the future at all.{#Name=""Zero""}"
"Talvez você seja quem está fazendo isso. Isso explicaria muito.","Maybe you're the one who's making it. That would explain a lot.{#Name=""Zero""}"
"Desculpe, mas eu não sou tão talentoso.","Sorry, but I'm not that talented.{#Name=""Accord""}"
"...Eu entendo.","...I see.{#Name=""Zero""}"
"Ooh, assustador.","Ooh, scary.{#Name=""Accord""}"
"Bem, até a próxima.","Well, until next time.{#Name=""Accord""}"
"Hmph.","Hmph.{#Name=""Zero""}"
"Derrote os inimigos que bloqueiam seu caminho!","Defeat the enemies blocking your way!{#Name=""説明文""}"
"Derrote o Gigas!","Defeat the Gigas!{#Name=""説明文""}"
"Derrote os Canhoneiros!{#Name=""説明文""}","Defeat the Cannoneers!{#Name=""説明文""}"
"Retorne à cabana da Zero.{#Name=""説明文""}","Return to Zero's cottage.{#Name=""説明文""}"
"Então, se Accord estiver dizendo a verdade sobre essa coisa de ""ramificação""...{#Name=""Zero""}","So if Accord's telling the truth about this ""branch"" stuff...{#Name=""Zero""}"
"Talvez haja um mundo onde a flor não apareça.{#Name=""Zero""}","Maybe there's a world where the flower doesn't appear.{#Name=""Zero""}"
"Tem que haver um indício ou algo que possa me levar até lá...{#Name=""Zero""}","There's gotta be a hint or something that can lead me there...{#Name=""Zero""}"
"O braço que eu perdi para One...{#Name=""Zero""}","The arm I lost to One...{#Name=""Zero""}"
"Se essa é a hora em que a ramificação ocorreu, eu já estou tarde demais.{#Name=""Zero""}","If that's when the branch occurred, I'm already too late.{#Name=""Zero""}"
"181{#Name=""ゼロ""}","181{#Name=""ゼロ""}"
"Será que realmente há um mundo sem essa flor?{#Name=""Zero""}","Could there really be a world without this flower?{#Name=""Zero""}"
"Eu me pergunto como eu sou lá? Ou como minhas irmãs são.{LF}...Eu nem mesmo TENHO irmãs?{#Name=""Zero""}","I wonder what I'm like over there? Or what my sisters are like.{LF}...Do I even HAVE sisters?{#Name=""Zero""}"
"Não importa, não há sentido se preocupar com isso.{#Name=""Zero""}","Meh, no point dwelling on it.{#Name=""Zero""}"
"127{#Name=""ゼロ""}","127{#Name=""ゼロ""}"
"Medicina...{#Name=""Zero""}","Medicine...{#Name=""Zero""}"
"Eu consegui sobreviver, mas a que custo?{#Name=""Zero""}","I managed to survive, but at what cost?{#Name=""Zero""}"
"Meu corpo está amaldiçoado agora, e a coisa idiota{LF}não me deixa nem morrer.{#Name=""Zero""}","My body is cursed now, and the stupid thing{LF}won't even let me die.{#Name=""Zero""}"
"Todos aqueles caras que me chamam de Intoner amaldiçoada{LF}são mais certos do que sabem.{#Name=""Zero""}","All those guys who call me the accursed Intoner{LF}are more right then they know.{#Name=""Zero""}"
"217{#Name=""ゼロ""}","217{#Name=""ゼロ""}"
"Se eu sou a singularidade que Accord estava falando,{#Name=""Zero""}","If I'm the singularity Accord was talking about,{#Name=""Zero""}"
"então talvez eu seja o responsável por levar este mundo à ruína.{#Name=""Zero""}","then maybe I'm the one bringing this world to ruin.{#Name=""Zero""}"
"163{#Name=""ゼロ""}","163{#Name=""ゼロ""}"
"Acho que é hora de conversar com Accord cara a cara.{#Name=""Zero""}","I think it's time to talk to Accord face-to-face.{#Name=""Zero""}"
"379{#Name=""アコール""}","379{#Name=""アコール""}"
"361{#Name=""アコール""}","361{#Name=""アコール""}"
"289{#Name=""アコール""}","289{#Name=""アコール""}"
"469{#Name=""アコール""}","469{#Name=""アコール""}"
"523{#Name=""アコール""}","523{#Name=""アコール""}"
"Bem, não é uma recepção grandiosa?{#Name=""Zero""}","Weeell, ain't this a grand reception?{#Name=""Zero""}"
"Essa terra caiu na confusão após a morte de Lady Five.{#Name=""Decadus""}","This land fell into chaos after Lady Five's death.{#Name=""Decadus""}"
"Ainda assim, estou surpreso em ver tanta resistência.{#Name=""Decadus""}","Still, I'm surprised to see so much resistance.{#Name=""Decadus""}"
"Zero! Deixe-me queimar isso para você passar!{#Name=""Mikhail""}","Zero! Lemme burn that up so you can get through!{#Name=""Mikhail""}"
"Parece que estamos aqui...{#Name=""Zero""}","Looks like we're here...{#Name=""Zero""}"
"Finalizar a busca e sair da cabana?{#Name="" ""}","Finish your search and leave the cottage?{#Name="" ""}"
"Então, se Accord estiver dizendo a verdade sobre essa coisa de ""ramificação""...{#Name=""Zero""}","So if Accord's telling the truth about this ""branch"" stuff...{#Name=""Zero""}"
"Talvez haja um mundo onde a flor não apareça.{#Name=""Zero""}","Maybe there's a world where the flower doesn't appear.{#Name=""Zero""}"
"Tem que haver um indício ou algo que possa me levar até lá...{#Name=""Zero""}","There's gotta be a hint or something that can lead me there...{#Name=""Zero""}"
"O braço que perdi para One...{#Name=""Zero""}","The arm I lost to One...{#Name=""Zero""}"
"Se essa é a hora em que a ramificação ocorreu, eu já estou tarde demais.{#Name=""Zero""}","If that's when the branch occurred, I'm already too late.{#Name=""Zero""}"
"181{#Name=""ゼロ""}","181{#Name=""ゼロ""}"
"Haveria realmente um mundo sem essa flor?{#Name=""Zero""}","Could there really be a world without this flower?{#Name=""Zero""}"
"Eu me pergunto como eu sou lá? Ou como são minhas irmãs.{LF}...Eu nem sequer TENHO irmãs?{#Name=""Zero""}","I wonder what I'm like over there? Or what my sisters are like.{LF}...Do I even HAVE sisters?{#Name=""Zero""}"
"Meh, não há ponto em se preocupar com isso.{#Name=""Zero""}","Meh, no point dwelling on it.{#Name=""Zero""}"
"127{#Name=""ゼロ""}","127{#Name=""ゼロ""}"
"Medicina...{#Name=""Zero""}","Medicine...{#Name=""Zero""}"
"Eu consegui sobreviver, mas a que custo?{#Name=""Zero""}","I managed to survive, but at what cost?{#Name=""Zero""}"
"Meu corpo está amaldiçoado agora, e a coisa estúpida{LF}não me deixa nem morrer.{#Name=""Zero""}","My body is cursed now, and the stupid thing{LF}won't even let me die.{#Name=""Zero""}"
"Todos aqueles caras que me chamam de Intoner amaldiçoada{LF}são mais certos do que sabem.{#Name=""Zero""}","All those guys who call me the accursed Intoner{LF}are more right than they know.{#Name=""Zero""}"
"217{#Name=""ゼロ""}","217{#Name=""ゼロ""}"
"Se eu sou a singularidade que Accord estava falando,{#Name=""Zero""}","If I'm the singularity Accord was talking about,{#Name=""Zero""}"
"então talvez eu seja o responsável por levar este mundo à ruína.{#Name=""Zero""}","then maybe I'm the one bringing this world to ruin.{#Name=""Zero""}"
"Meh, não há ponto em se preocupar com isso.{#Name=""Zero""}","Meh, no point dwelling on it.{#Name=""Zero""}"
"Acho que é hora de falar com Accord cara a cara.{#Name=""Zero""}","I think it's time to talk to Accord face-to-face.{#Name=""Zero""}"
"Sooo...se isso é o fim dessa ramificação, então... Espere, o quê?{#Name=""アコール""}","Sooo...if this is the end of this branch, then... Wait, what?{#Name=""アコール""}"
"Oh, meu Deus, eu não perdi uma gravação por acidente, foi?{#Name=""アコール""}","Oh, gosh, I didn't lose a recording by accident, did I?{#Name=""アコール""}"
"E o que aconteceu com as ramificações entre A e C?{#Name=""アコール""}","And what happened to the branches between A and C?{#Name=""アコール""}"
"Ugh. Se eu estragar isso, vou estar em tão tanto problema...{#Name=""アコール""}","Ugh. If I screw this up, I'm gonna be in soooo much trouble...{#Name=""アコール""}"
"Ok, respire fundo. Nossa! Vamos começar verificando a gravação M1410_E0002_FL...{#Name=""アコール""}","Okay, just breathe. Whew! For starters, let's check out recording M1410_E0002_FL...{#Name=""アコール""}"
