"translation","source","can_modify"
"Um monte de wyverns tentando me matar. E você?","Buncha wyverns trying to kill me. How 'bout you?{#Name=""Zero""}","1"
"Fantástico, obrigado! Tem sangue EM TODOS OS LADOS!","Fantastic, thanks! There's blood EVERYWHERE!{#Name=""Dito""}","1"
"É até nos meus OLHOS! HA HA HA HA HA!","It's even in my EYES! HA HA HA HA HA!{#Name=""Dito""}","1"
"Er... Você sabe o que? Bom para você.","Er... You know what? Good for you.{#Name=""Zero""}","1"
"Zero! Estamos quase no coração da cidade!","Zero! We're almost at the heart of the city!{#Name=""Mikhail""}","1"
"Certo. Devemos ir a pé daqui em diante.","Right. We'd better go by foot from here.{#Name=""Zero""}","1"
"Mate Um.","Kill One.{#Name=""目的文""}","1"
"Derrote Gabriel!","Defeat Gabriel!{#Name=""説明文""}","1"
"LD02: Dummy","LD02:ダミー{#Name=""説明文""}","1"
"Objetivo alcançado LD00: Dummy","目標達成　LD00:ダミー{#Name=""説明文""}","1"
"Objetivo alcançado LD01: Dummy","目標達成　LD01:ダミー{#Name=""説明文""}","1"
"Objetivo alcançado LD02: Dummy","目標達成　LD02:ダミー{#Name=""説明文""}","1"
"Zero! Meus bolas de fogo não parecem estar machucando ele!","Zero! My fireballs don't seem to be hurting him!{#Name=""Mikhail""}","1"
"A pele dele é muito dura. Vamos ter que{LF}acertar seu ponto fraco.","His skin's too tough. We're gonna{LF}have to hit his weak point.{#Name=""Zero""}","1"
"Ei! Estamos chegando a um beco sem saída!","Hey! We're comin' up on a dead-end!{#Name=""Zero""}","1"
"Não adianta! Não podemos escapar! Não podemos escapar!","It's no good! We can't get away! We can't get away!{#Name=""Mikhail""}","1"
"Para conquistar a fortaleza inimiga na Cidade da Catedral,","To conquer the enemy stronghold in the Cathedral City,{#Name=""Accord""}","1"
"O grupo de Zero decidiu lançar um ataque aéreo.","Zero's group decided to stage an attack from the air.{#Name=""Accord""}","1"
"Mas o que eles encontraram esperando por eles lá...","But what they found waiting for them there...{#Name=""Accord""}","1"
"não era outra senão a própria One. O último Intonador.{#Name=""Acordo""}","was none other than One herself. The final Intoner.{#Name=""Accord""}","1"
